               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 155,              1.5394,             0.87213,              1.4596,              0.8329,             0.82266,             0.87394,             0.50993,                   0,                   0,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              1.5166,              0.8566,              1.4432,             0.83497,             0.82758,              0.8755,             0.51136,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                 157,              1.5431,             0.88233,              1.4551,             0.84839,             0.80572,             0.87584,             0.50883,                   0,                   0,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,              1.5147,             0.85747,              1.4581,             0.84638,             0.80864,             0.87566,             0.51165,                   0,                   0,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,              1.5375,             0.87232,              1.4593,               0.844,              0.8099,              0.8754,              0.5087,                   0,                   0,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,               1.525,             0.86731,              1.4537,             0.83602,             0.81432,             0.86969,             0.50597,                   0,                   0,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,               1.521,             0.86457,              1.4543,             0.83484,             0.80676,             0.86768,             0.50438,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 162,              1.5558,             0.88098,              1.4712,             0.84382,             0.80885,             0.87093,              0.5064,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,               1.497,             0.84798,              1.4477,             0.84201,             0.81031,             0.87325,             0.50967,                   0,                   0,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,              1.5312,             0.86891,              1.4744,             0.84442,             0.80943,             0.87236,             0.50869,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,              1.5167,             0.84563,              1.4534,              0.8332,             0.81754,             0.87328,             0.50885,                   0,                   0,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,               1.511,             0.85856,              1.4465,             0.83959,             0.81594,             0.87262,             0.50666,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 167,              1.5142,             0.85943,              1.4566,             0.83621,             0.82474,             0.87349,              0.5086,                   0,                   0,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,              1.5123,             0.85824,              1.4554,              0.8467,             0.81508,             0.87569,             0.50836,                   0,                   0,                   0,           0.0066934,           0.0066934,           0.0066934
